customerID,User_ID,gender,Age,Region,tenure,MultipleLines,InternetService,PaymentMethod,Plan_Type,Data_Usage_GB,Call_Duration_Min,Monthly_Bill,MonthlyCharges,TotalCharges,Network_Rating,Churn
1775-KWJKQ,633,Male,39,West,72,Yes,DSL,Credit card (automatic),Postpaid,11.99,436,705.51,89.85,6562.9,1,No
7665-VIGUD,634,Male,60,South,10,No,No,Mailed check,Postpaid,23.18,748,298.88,20.35,176.3,3,No
9411-TPQQV,635,Female,63,South,40,No phone service,DSL,Bank transfer (automatic),Prepaid,39.18,1149,344.33,54.55,2236.2,3,No
7207-RMRDB,636,Female,21,South,65,Yes,Fiber optic,Electronic check,Postpaid,48.03,1250,1190.32,105.5,6985.65,1,Yes
7954-MLBUN,637,Male,43,South,31,No,Fiber optic,Bank transfer (automatic),Prepaid,38.3,876,215.71,99.45,3109.9,1,No
2077-DDHJK,638,Female,46,South,68,Yes,DSL,Credit card (automatic),Postpaid,42.83,398,158.77,70.9,4911.35,4,No
4913-EHYUI,639,Male,62,North,56,Yes,Fiber optic,Bank transfer (automatic),Postpaid,30.35,1328,1457.39,104.55,5794.65,1,Yes
0195-IESCP,640,Male,51,East,10,Yes,Fiber optic,Electronic check,Postpaid,41.85,357,787.13,85.25,855.3,4,Yes
9574-BOSMD,641,Male,40,North,68,Yes,No,Bank transfer (automatic),Postpaid,39.33,1418,338.21,25.4,1620.2,4,No
4580-TMHJU,642,Female,54,South,43,No,DSL,Electronic check,Postpaid,19.16,1200,581.86,56.15,2499.3,5,Yes
0970-ETWGE,643,Male,28,West,1,No,Fiber optic,Electronic check,Postpaid,27.82,336,1319.96,89.55,89.55,3,Yes
4908-XAXAY,644,Female,23,West,49,No,Fiber optic,Bank transfer (automatic),Postpaid,40.34,815,623.52,89.85,4287.2,3,No
8404-VLQFB,645,Female,35,South,15,Yes,No,Electronic check,Prepaid,2.78,774,1039.59,25.25,394.85,3,No
1626-ERCMM,646,Male,38,South,20,Yes,Fiber optic,Electronic check,Prepaid,40.5,811,331.22,94.55,1899.65,5,Yes
0887-HJGAR,647,Male,59,West,1,No,DSL,Mailed check,Prepaid,9.31,432,1217.38,45.7,45.7,4,Yes
2391-IPLOP,648,Male,53,North,50,Yes,DSL,Electronic check,Postpaid,25.98,1479,700.55,69.65,3442.15,4,No
5644-PDMZC,649,Female,58,North,2,Yes,Fiber optic,Electronic check,Postpaid,40.51,437,1291.24,89.5,161.5,1,Yes
3509-GWQGF,650,Male,55,South,24,No,Fiber optic,Credit card (automatic),Postpaid,13.06,574,1635.95,70,1732.6,5,No
9576-ANLXO,651,Female,51,North,3,No,Fiber optic,Bank transfer (automatic),Postpaid,12.67,688,1262.13,69.55,222.3,1,Yes
2024-BASKD,652,Female,34,West,1,No,Fiber optic,Mailed check,Postpaid,20.44,987,661.92,74.6,74.6,5,Yes
5845-BZZIB,653,Male,54,North,35,No,No,Mailed check,Postpaid,44.78,325,585.91,20.1,655.3,1,No
1140-UKVZG,654,Female,42,South,17,Yes,No,Mailed check,Postpaid,0.52,549,722.1,24.8,475.25,2,No
4160-AMJTL,655,Female,55,West,8,No,No,Electronic check,Prepaid,45.12,766,412.78,19.65,164.3,3,Yes
5183-SNMJQ,656,Male,29,North,10,No,Fiber optic,Credit card (automatic),Postpaid,8.11,386,444.23,95.1,865.1,3,No
8100-PNJMH,657,Male,40,East,68,Yes,DSL,Credit card (automatic),Prepaid,49.51,981,1602.31,88.85,6132.7,4,No
7838-LAZFO,658,Male,59,West,45,No,DSL,Bank transfer (automatic),Prepaid,47.76,530,830.99,78.8,3597.5,2,No
4464-JCOLN,659,Male,39,West,2,No,No,Mailed check,Postpaid,24.99,960,928.39,19.85,35.9,3,Yes
2085-JVGAD,660,Male,38,East,37,No,No,Bank transfer (automatic),Postpaid,25.88,1346,1228.69,20.35,697.65,4,No
5650-VDUDS,661,Female,44,East,4,No phone service,DSL,Mailed check,Prepaid,24.34,1131,1220.34,24.25,96.05,2,Yes
8095-WANWK,662,Female,48,West,10,No,DSL,Mailed check,Prepaid,31.95,1401,228.02,45.25,428.7,3,No
3030-ZKIWL,663,Male,23,East,1,No,No,Mailed check,Postpaid,4.99,158,1679.93,20.05,20.05,1,No
9565-FLVCG,664,Male,44,South,65,Yes,DSL,Mailed check,Postpaid,2.11,1352,436.92,69.55,4459.15,5,No
8755-OGKNA,665,Female,57,South,57,No,No,Bank transfer (automatic),Prepaid,3.36,377,1473.84,19.5,1167.6,2,No
2800-VEQXM,666,Female,51,South,3,No,Fiber optic,Mailed check,Postpaid,22.5,364,1568.07,74.75,238.1,4,No
7538-GWHML,667,Female,29,West,2,No,Fiber optic,Electronic check,Postpaid,14.14,1184,1458.31,69.65,145.15,2,Yes
5533-RJFTJ,668,Male,62,East,49,No phone service,DSL,Bank transfer (automatic),Postpaid,31.29,748,1200.06,30.2,1453.1,4,No
3859-CVCET,669,Female,24,East,4,No,DSL,Mailed check,Prepaid,49.63,830,127.76,45.65,191.05,2,Yes
0214-JHPFW,670,Female,27,North,70,No phone service,DSL,Bank transfer (automatic),Prepaid,19.62,1302,784.71,57.8,4039.3,4,No
5642-MHDQT,671,Female,62,North,53,No,No,Bank transfer (automatic),Prepaid,28.91,205,1249.19,19.85,1039.45,3,No
3088-FVYWK,672,Male,34,East,53,Yes,No,Credit card (automatic),Postpaid,21.07,1345,836.16,25.55,1336.1,1,No
3276-HDUEG,673,Female,43,East,1,Yes,Fiber optic,Mailed check,Postpaid,42.44,936,1740.61,75.05,75.05,3,Yes
9092-GDZKO,674,Male,38,East,22,Yes,No,Credit card (automatic),Prepaid,45.16,1075,686.72,24.85,493.4,1,No
0823-HSCDJ,675,Male,45,West,52,No phone service,DSL,Electronic check,Prepaid,43.93,807,657.72,49.15,2550.9,3,Yes
3729-OWRVL,676,Male,63,East,65,Yes,Fiber optic,Electronic check,Prepaid,48.73,771,605.4,110.35,7246.15,3,No
2324-AALNO,677,Female,19,North,48,Yes,No,Bank transfer (automatic),Postpaid,1.86,962,732.28,24.55,1203.95,2,No
0822-GAVAP,678,Female,60,West,2,No phone service,DSL,Electronic check,Prepaid,42.07,1359,1159.07,34.7,62.25,5,Yes
5760-IFJOZ,679,Male,18,East,3,Yes,Fiber optic,Mailed check,Prepaid,37.71,920,1443.33,107.95,313.6,4,No
2826-UWHIS,680,Male,53,North,45,Yes,Fiber optic,Bank transfer (automatic),Postpaid,11.82,62,1358.88,81.4,3775.85,4,No
1448-PWKYE,681,Male,43,West,1,No,Fiber optic,Electronic check,Postpaid,47.84,657,1634.66,80,80,4,Yes
7501-IWUNG,682,Female,46,East,61,No,DSL,Bank transfer (automatic),Postpaid,7.83,547,1783.24,73.8,4616.05,1,No
4957-TREIR,683,Male,38,East,3,No,DSL,Credit card (automatic),Prepaid,34.14,287,1650.55,64.4,195.65,4,No
7251-LJBQN,684,Female,28,East,40,Yes,Fiber optic,Credit card (automatic),Postpaid,11.63,1167,136,103.75,4188.4,4,No
8040-MNRTF,685,Female,57,West,1,No,Fiber optic,Mailed check,Postpaid,21.85,1411,1498.24,71.1,71.1,2,No
1536-HBSWP,686,Female,28,North,1,No,DSL,Electronic check,Prepaid,36.1,830,495.96,49.9,49.9,3,No
5313-FPXWG,687,Male,53,North,51,Yes,No,Bank transfer (automatic),Postpaid,28.38,1244,352.56,24.6,1266.4,4,No
0067-DKWBL,688,Male,56,South,2,No,DSL,Electronic check,Prepaid,21.66,655,1313.13,49.25,91.1,5,Yes
0946-FKYTX,689,Male,57,East,52,No phone service,DSL,Mailed check,Prepaid,16.65,710,707.51,30.1,1623.4,4,No
5076-YVXCM,690,Male,52,South,51,Yes,Fiber optic,Bank transfer (automatic),Postpaid,42.06,898,208.52,83.4,4149.45,1,No
8262-COGGB,691,Male,51,South,1,No,No,Mailed check,Postpaid,7.62,985,361.5,20.45,20.45,1,No
6663-JOCQO,692,Male,64,North,31,Yes,DSL,Bank transfer (automatic),Postpaid,21.79,677,101.77,75.25,2344.5,1,No
9620-QJREV,693,Male,41,West,47,No,No,Credit card (automatic),Postpaid,45.24,192,1816.12,20.55,1013.05,4,No
2276-YDAVZ,694,Female,39,West,3,Yes,Fiber optic,Credit card (automatic),Postpaid,42.37,1274,146.77,75.1,270.7,2,Yes
2682-KEVRP,695,Female,22,North,22,No,No,Mailed check,Postpaid,20.35,1253,497.97,20.05,417,5,No
2480-JZOSN,696,Female,50,West,1,No,No,Mailed check,Prepaid,38.27,763,890.9,20.65,20.65,4,No
0078-XZMHT,697,Male,53,South,72,Yes,DSL,Bank transfer (automatic),Prepaid,41.25,1437,777.49,85.15,6316.2,2,No
5896-NPFWW,698,Male,64,East,3,No,DSL,Electronic check,Postpaid,44.5,528,1832.28,50.15,168.15,2,Yes
9978-HYCIN,699,Male,37,North,47,No,Fiber optic,Bank transfer (automatic),Prepaid,27.45,614,176.55,84.95,4018.05,4,No
8338-QIUNR,700,Male,36,East,72,Yes,DSL,Credit card (automatic),Postpaid,10.62,520,1073.21,66.5,4811.6,4,No
1525-LNLOJ,701,Male,52,West,66,Yes,DSL,Bank transfer (automatic),Prepaid,13.14,433,1392.91,63.3,4189.7,2,No
9450-TRJUU,702,Male,60,East,35,Yes,Fiber optic,Electronic check,Prepaid,15.14,975,1870.23,83.15,2848.45,2,No
1766-GKNMI,703,Male,34,West,29,Yes,Fiber optic,Electronic check,Prepaid,29.89,466,1278.71,84.9,2516.2,2,No
6942-LBFDP,704,Female,62,West,2,No,No,Mailed check,Postpaid,2.12,357,1627.13,20.55,33.6,4,No
1456-TWCGB,705,Male,60,South,4,No,DSL,Mailed check,Prepaid,31.98,698,259.08,49.25,208.45,2,No
7133-VBDCG,706,Female,51,West,25,No,Fiber optic,Bank transfer (automatic),Postpaid,18.54,1440,833.29,79.85,2015.35,1,Yes
7596-ZYWBB,707,Female,26,South,65,No,DSL,Mailed check,Prepaid,15.11,1074,810.5,59.6,3739.8,4,No
8329-UTMVM,708,Male,43,South,27,Yes,Fiber optic,Bank transfer (automatic),Prepaid,44.04,1117,1783.95,104.65,2964,1,No
3014-WJKSM,709,Male,19,South,29,No,Fiber optic,Credit card (automatic),Prepaid,23.27,788,387.61,75.3,2263.4,3,No
3347-YJZZE,710,Male,26,North,29,Yes,DSL,Credit card (automatic),Prepaid,5.21,1171,388.58,80.1,2211.8,4,No
1029-QFBEN,711,Male,26,North,1,No,No,Mailed check,Prepaid,41.42,1338,724.26,19.55,19.55,3,Yes
7929-DMBCV,712,Female,57,West,20,No,Fiber optic,Mailed check,Postpaid,2.86,189,203.49,81,1683.7,2,No
9661-JALZV,713,Female,34,South,58,Yes,No,Credit card (automatic),Postpaid,36.47,1310,446.67,24.7,1519,2,No
5433-KYGHE,714,Female,18,North,14,Yes,Fiber optic,Mailed check,Prepaid,38.81,1023,1933.9,86,1164.05,5,No
4312-KFRXN,715,Male,42,South,72,Yes,No,Mailed check,Prepaid,17.95,1066,913.55,25.4,1710.9,2,No
5575-TPIZQ,716,Male,60,East,46,Yes,Fiber optic,Credit card (automatic),Prepaid,41.33,1002,1300.84,89.15,4245.55,3,No
0114-IGABW,717,Female,57,East,71,No phone service,DSL,Bank transfer (automatic),Prepaid,26.03,953,1479.61,58.25,4145.9,2,No
9944-AEXBM,718,Male,59,East,32,Yes,Fiber optic,Bank transfer (automatic),Postpaid,23.43,121,797.23,85.65,2664.3,4,No
1853-ARAAQ,719,Female,42,West,26,No phone service,DSL,Credit card (automatic),Prepaid,2.75,1263,379.73,50.35,1277.5,2,No
6952-OMNWB,720,Male,56,South,68,Yes,Fiber optic,Credit card (automatic),Postpaid,14.86,1341,492.5,80.35,5589.3,5,No
4697-LUPSU,721,Male,52,East,2,No,No,Mailed check,Prepaid,46.58,1394,695.21,20.2,34.75,2,No
8434-VGEQQ,722,Male,20,North,61,No,No,Credit card (automatic),Postpaid,19.9,156,1308.53,20.55,1305.95,3,No
4952-YSOGZ,723,Female,54,East,4,Yes,Fiber optic,Electronic check,Prepaid,27.56,1305,856.73,85.95,381.3,3,Yes
1589-AGTLK,724,Male,61,East,3,No,DSL,Electronic check,Prepaid,26.84,1115,112.95,45.35,141.5,2,Yes
5244-IRFIH,725,Male,61,East,33,Yes,Fiber optic,Electronic check,Postpaid,29.73,932,1094.47,94.5,3105.55,3,Yes
6549-YMFAW,726,Male,47,West,9,No,No,Mailed check,Prepaid,3.54,188,1850.88,21.25,204.55,3,No
4950-HKQTE,727,Female,55,North,22,Yes,No,Mailed check,Prepaid,18.43,664,1642.95,26.25,605.9,5,No
6786-OBWQR,728,Female,51,South,5,No,Fiber optic,Electronic check,Prepaid,36.29,912,1667.9,80.85,356.1,4,No
2684-EIWEO,729,Female,29,North,30,Yes,Fiber optic,Credit card (automatic),Postpaid,10.43,322,1610.61,91.7,2758.15,5,Yes
2753-JMMCV,730,Male,36,South,65,Yes,DSL,Credit card (automatic),Prepaid,10.58,465,715.09,74.2,4805.65,1,No
6439-GTPCA,731,Female,54,West,45,Yes,Fiber optic,Electronic check,Prepaid,1,555,1553.87,87.25,3941.7,5,Yes
6621-YOBKI,732,Male,61,West,5,No,No,Mailed check,Postpaid,22.16,782,372.01,20.35,92.75,2,No
1216-JWVUX,733,Male,34,West,25,No,Fiber optic,Electronic check,Postpaid,44.2,473,1349.66,75.5,1901.05,4,No
7564-GHCVB,734,Female,27,West,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,3.07,1480,1318.98,79.05,5730.7,2,No
1173-NOEYG,735,Female,64,South,27,Yes,Fiber optic,Bank transfer (automatic),Prepaid,9.96,439,148.58,90.15,2423.4,1,No
7595-EHCDL,736,Male,29,East,32,No phone service,DSL,Credit card (automatic),Prepaid,15.85,391,1597.14,50.6,1653.45,4,No
6647-ZEDXT,737,Female,33,South,30,Yes,Fiber optic,Credit card (automatic),Prepaid,36.72,995,1816.17,110.45,3327.05,3,No
2521-NPUZR,738,Male,41,North,70,No,Fiber optic,Credit card (automatic),Postpaid,32.21,663,608.09,101,7085.5,5,No
1307-TVUFB,739,Male,36,West,42,Yes,Fiber optic,Bank transfer (automatic),Prepaid,21.09,542,1643.54,79.35,3344.1,2,No
7503-MIOGA,740,Female,25,West,72,Yes,DSL,Bank transfer (automatic),Prepaid,38.07,241,256.57,89.85,6697.35,1,No
4381-MHQDC,741,Female,48,North,47,Yes,DSL,Mailed check,Postpaid,30.68,548,1239.94,65,2879.9,3,No
6923-JHPMP,742,Female,38,South,2,No,Fiber optic,Electronic check,Postpaid,44.85,871,1022.73,80.45,137.1,5,No
5138-WVKYJ,743,Male,34,East,10,Yes,Fiber optic,Electronic check,Postpaid,40.99,1306,1137.25,98.55,1008.55,3,Yes
4018-PPNDW,744,Female,40,East,61,Yes,No,Mailed check,Postpaid,13.01,276,1859.79,24.1,1551.6,5,No
1635-FJFCC,745,Female,54,North,5,No,DSL,Credit card (automatic),Postpaid,13.94,1444,1755.5,44.05,202.15,4,No
2499-AJYUA,746,Female,33,East,72,Yes,Fiber optic,Credit card (automatic),Prepaid,6.71,188,1591.66,110.8,7882.25,3,No
6919-ELBGL,747,Male,23,South,72,Yes,Fiber optic,Bank transfer (automatic),Postpaid,17.18,905,620.03,114.95,8196.4,3,No
3966-HRMZA,748,Female,25,South,3,No,Fiber optic,Mailed check,Prepaid,49.98,866,1832.46,75.05,202.9,3,No
6425-JWTDV,749,Male,42,North,48,No,No,Mailed check,Prepaid,20.58,1222,285.26,19.25,855.1,4,No
8405-IGQFX,750,Female,35,South,63,No,Fiber optic,Credit card (automatic),Postpaid,11.41,1188,1721.33,90.05,5817,1,No
8224-IVVPA,751,Female,42,West,27,No,DSL,Mailed check,Postpaid,38.24,1136,723.5,56.7,1652.95,5,No
9477-LGWQI,752,Male,29,North,70,No,DSL,Credit card (automatic),Postpaid,27.35,153,202.17,80.15,5600.15,3,No
1410-RSCMR,753,Male,32,South,7,No,DSL,Credit card (automatic),Prepaid,7.91,920,1371.78,71.35,515.75,4,No
3115-CZMZD,754,Male,43,North,0,No,No,Mailed check,Postpaid,19.34,717,539.43,20.25, ,1,No
0139-IVFJG,755,Female,58,East,2,No,Fiber optic,Electronic check,Postpaid,21.02,322,562.79,90.35,190.5,5,No
6683-VLCTZ,756,Male,62,South,20,Yes,Fiber optic,Electronic check,Postpaid,37.81,1079,681.49,98.55,1842.8,4,Yes
5730-DBDSI,757,Male,43,West,66,No,No,Bank transfer (automatic),Postpaid,1.52,1220,221,19.7,1253.8,5,No
0030-FNXPP,758,Female,64,South,3,No,No,Mailed check,Postpaid,13.82,233,436.54,19.85,57.2,3,No
2189-WWOEW,759,Female,49,North,15,No,Fiber optic,Bank transfer (automatic),Prepaid,26.12,1101,109.77,85.9,1269.55,1,Yes
5684-FJVYR,760,Female,27,North,72,Yes,Fiber optic,Bank transfer (automatic),Prepaid,13.81,1192,946.28,90.35,6563.4,4,No
4013-GUXND,761,Male,33,South,1,No,No,Mailed check,Prepaid,31.61,342,260.09,20.8,20.8,1,No
1894-IGFSG,762,Female,24,West,22,No,Fiber optic,Electronic check,Postpaid,24.35,1444,1397.04,89.25,1907.85,3,Yes
7379-POKDZ,763,Male,34,West,3,No,Fiber optic,Electronic check,Postpaid,18.4,1317,547.68,70.3,208.85,1,Yes
1266-NZYUI,764,Female,40,West,72,Yes,DSL,Bank transfer (automatic),Postpaid,47.49,1291,1892.79,66.85,4758.8,1,No
7969-FFOWG,765,Male,43,North,65,No,No,Mailed check,Prepaid,31.79,226,1755.38,19.9,1292.6,2,No
4718-DHSMV,766,Female,38,South,11,No phone service,DSL,Mailed check,Postpaid,6.93,1372,649.94,35.8,363.15,1,No
5175-WLYXL,767,Male,39,East,22,Yes,Fiber optic,Mailed check,Postpaid,28.22,107,1588.11,78.85,1600.25,5,No
7817-OMJNA,768,Male,24,North,14,No,No,Bank transfer (automatic),Postpaid,39.15,1342,1626.17,20.4,275.7,4,No
8728-SKJLR,769,Male,31,West,41,No,Fiber optic,Electronic check,Prepaid,35.57,357,1974.47,74.25,3089.1,2,No
3137-NYQQI,770,Male,32,South,17,No,DSL,Mailed check,Postpaid,9.02,1361,1235.9,64.8,1175.6,4,No
7706-DZNKK,771,Male,24,West,11,No,No,Credit card (automatic),Prepaid,48.63,1026,255.73,20.45,237.3,4,No
0236-HFWSV,772,Male,26,East,15,Yes,Fiber optic,Electronic check,Postpaid,22.72,1178,1328.99,93.35,1444.65,3,Yes
3900-AQPHZ,773,Female,25,West,1,No,No,Mailed check,Prepaid,8.37,1301,1287.46,19.9,19.9,3,Yes
5842-POCOP,774,Female,40,West,5,No,Fiber optic,Mailed check,Prepaid,9.42,1320,1312.87,88.9,454.15,2,Yes
2037-XJFUP,775,Male,46,East,33,No,Fiber optic,Electronic check,Prepaid,5.36,749,683.58,95.8,3036.75,3,Yes
8823-RLPWL,776,Female,35,South,72,Yes,Fiber optic,Credit card (automatic),Postpaid,40.27,132,1733.39,110.65,8065.65,3,No
9505-SQFSW,777,Female,48,North,3,No phone service,DSL,Mailed check,Postpaid,6.54,1259,1923,40.3,92.5,3,No
7314-OXENN,778,Male,47,South,2,Yes,Fiber optic,Electronic check,Prepaid,6.69,301,513.65,82,184.65,4,Yes
3758-CKOQL,779,Female,56,East,59,Yes,Fiber optic,Credit card (automatic),Prepaid,42.6,1428,267.49,107,6152.3,2,No
0322-CHQRU,780,Male,52,West,2,No,DSL,Electronic check,Postpaid,17.56,845,469.62,45.35,89.5,4,Yes
5676-CFLYY,781,Male,35,South,71,No,DSL,Credit card (automatic),Postpaid,2.03,946,1659.05,73.35,5154.5,5,No
7521-AFHAB,782,Female,59,North,5,No,DSL,Mailed check,Prepaid,3.07,259,1385.62,44.8,220.45,4,No
0285-INHLN,783,Male,56,East,27,No,DSL,Credit card (automatic),Postpaid,7.54,865,1308.49,54.75,1510.3,5,No
4678-DVQEO,784,Female,34,South,1,No,DSL,Electronic check,Postpaid,11.06,658,863.41,52.2,52.2,1,Yes
5125-CNDSP,785,Male,31,North,63,No phone service,DSL,Bank transfer (automatic),Postpaid,33.42,496,1197.87,40.6,2588.95,1,No
0691-IFBQW,786,Female,48,East,46,Yes,Fiber optic,Electronic check,Postpaid,8.29,509,684.96,110,4874.8,5,Yes
4992-LTJNE,787,Male,41,North,72,Yes,DSL,Bank transfer (automatic),Prepaid,6.38,1017,1006.68,55.3,3983.6,5,No
2202-OUTMO,788,Female,52,East,34,Yes,DSL,Bank transfer (automatic),Postpaid,38.35,521,1606.82,60.85,2003.6,4,No
0810-BDHAW,789,Female,61,West,24,Yes,DSL,Electronic check,Postpaid,33.72,419,1964.36,78.4,1832.4,5,No
0229-LFJAF,790,Male,62,South,72,Yes,DSL,Bank transfer (automatic),Prepaid,22.05,949,1871.73,69.65,4908.25,2,No
7131-ZQZNK,791,Female,51,North,60,No phone service,DSL,Credit card (automatic),Prepaid,27.69,972,1874.35,59.85,3590.2,1,No
3442-ZHHCC,792,Male,20,East,68,Yes,DSL,Credit card (automatic),Postpaid,15.94,186,864.23,76.9,5023,1,No
5726-CVNYA,793,Female,54,North,8,No,No,Mailed check,Postpaid,24.38,416,990.7,19.85,146.6,5,No
9871-ELEYA,794,Female,60,North,34,No,DSL,Credit card (automatic),Postpaid,25.58,961,1440.71,67.65,2339.3,3,No
4257-GAESD,795,Female,57,South,6,No phone service,DSL,Credit card (automatic),Postpaid,19.67,233,1852.16,45,298.7,3,No
5173-WXOQV,796,Male,43,West,2,No,DSL,Mailed check,Prepaid,45.38,1360,369.79,64.2,143.65,5,No
2040-OBMLJ,797,Male,40,North,31,Yes,Fiber optic,Credit card (automatic),Prepaid,1.3,521,678.06,81.7,2548.65,2,No
6286-ZHAOK,798,Female,61,East,20,Yes,No,Bank transfer (automatic),Prepaid,39.22,1448,364.57,25.55,507.4,3,No
3807-XHCJH,799,Female,56,East,1,No,No,Electronic check,Postpaid,6.66,703,1262.82,20,20,5,No
3009-JWMPU,800,Male,32,West,62,Yes,Fiber optic,Electronic check,Postpaid,39.98,798,681.97,96.75,6125.4,2,Yes
5671-RQRLP,801,Female,21,East,70,Yes,Fiber optic,Credit card (automatic),Postpaid,30.99,586,719.6,75.65,5411.4,2,No
1450-GALXR,802,Female,46,West,10,Yes,Fiber optic,Electronic check,Postpaid,42.24,851,234.74,98.5,1058.25,4,Yes
8859-AXJZP,803,Male,39,East,39,Yes,No,Mailed check,Prepaid,5.33,1323,764.61,23.8,903.8,2,No
3174-AKMAS,804,Female,42,South,46,No,DSL,Credit card (automatic),Prepaid,28.17,969,1738.74,64.2,3009.5,3,No
3138-BKYAV,805,Male,30,North,6,No,Fiber optic,Electronic check,Postpaid,25.3,559,542.84,85.35,489.45,3,Yes
9926-PJHDQ,806,Female,35,South,72,Yes,DSL,Bank transfer (automatic),Prepaid,35.46,679,1420.86,76.8,5468.45,5,No
7382-DFJTU,807,Male,50,North,18,No,DSL,Credit card (automatic),Postpaid,26.95,1051,1296.29,55.2,1058.1,5,No
2798-NYLMZ,808,Male,33,North,71,Yes,Fiber optic,Credit card (automatic),Postpaid,27.27,1146,1740.62,108.55,7616,2,No
4289-DTDKW,809,Male,62,North,40,Yes,Fiber optic,Electronic check,Prepaid,21.76,1355,351.35,101.3,4113.1,1,Yes
1820-TQVEV,810,Male,59,South,1,No,Fiber optic,Electronic check,Postpaid,15.79,965,1957.42,69.55,69.55,4,Yes
2239-JALAW,811,Male,61,North,58,Yes,Fiber optic,Bank transfer (automatic),Postpaid,24.37,1433,1206.99,103.25,6017.65,1,Yes
4853-RULSV,812,Male,19,South,70,Yes,Fiber optic,Credit card (automatic),Prepaid,6.37,1083,1991.4,104,7250.15,2,Yes
8098-TDCBU,813,Female,52,West,42,Yes,No,Electronic check,Postpaid,48.09,1284,1831.88,25.25,1108.2,2,No
3551-GAEGL,814,Male,59,East,34,No phone service,DSL,Bank transfer (automatic),Postpaid,35.86,201,520.88,30.4,938.65,1,No
4785-NKHCX,815,Male,51,East,5,No,No,Bank transfer (automatic),Prepaid,47.65,1078,206.71,20.05,94.15,4,No
3196-NVXLZ,816,Female,47,North,25,Yes,Fiber optic,Mailed check,Postpaid,11.72,1268,585.71,84.6,2088.05,1,No
6275-YDUVO,817,Female,30,South,2,No,Fiber optic,Mailed check,Prepaid,44.03,1356,1102.37,86.2,178.7,5,Yes
0036-IHMOT,818,Female,30,East,55,No,Fiber optic,Bank transfer (automatic),Postpaid,40.54,513,426.03,103.7,5656.75,3,No
0115-TFERT,819,Male,35,South,21,Yes,Fiber optic,Electronic check,Prepaid,34.02,1186,418.17,111.2,2317.1,5,Yes
4178-EGMON,820,Male,49,South,70,Yes,Fiber optic,Credit card (automatic),Prepaid,31.44,320,978.93,88,5986.45,3,No
4220-TINQT,821,Female,49,North,61,Yes,Fiber optic,Electronic check,Prepaid,16.17,1236,163.21,106.35,6751.35,2,No
5318-YKDPV,822,Male,52,East,43,No,DSL,Credit card (automatic),Postpaid,40.91,509,331.59,79.15,3566.6,4,No
7975-TZMLR,823,Male,56,North,47,Yes,Fiber optic,Electronic check,Prepaid,25.33,154,890.14,103.1,4889.3,1,No
0295-QVKPB,824,Male,63,North,5,No,DSL,Credit card (automatic),Prepaid,4.01,1355,219.95,63.95,318.1,4,No
4335-BSMJS,825,Female,46,East,62,Yes,No,Credit card (automatic),Prepaid,15.99,211,853.83,25.8,1563.95,1,No
2311-QYMUQ,826,Female,46,East,16,No,Fiber optic,Credit card (automatic),Prepaid,46.8,400,1000.61,89.45,1430.25,5,Yes
3643-AHCFP,827,Male,61,West,7,Yes,Fiber optic,Bank transfer (automatic),Prepaid,42.61,483,957.41,95.6,644.35,5,Yes
9146-JRIOX,828,Female,33,West,14,Yes,No,Mailed check,Postpaid,49.1,901,1751.43,25.55,372.45,1,No
3104-OWCGK,829,Male,61,South,60,No,Fiber optic,Electronic check,Postpaid,31.59,189,1107.12,90.95,5453.4,4,Yes
5337-IIWKZ,830,Male,64,East,34,No phone service,DSL,Electronic check,Postpaid,12.75,1205,989.16,44.85,1442.6,1,No
9101-BWFSS,831,Female,27,West,50,Yes,Fiber optic,Electronic check,Postpaid,8.56,136,880.35,108.55,5610.7,2,Yes
9650-VBUOG,832,Male,47,South,38,Yes,No,Credit card (automatic),Postpaid,9.75,232,1653.48,25.05,963.95,5,No
3487-EARAT,833,Female,42,South,70,No,DSL,Credit card (automatic),Postpaid,1.48,417,1800.61,74.1,5222.3,2,No
2672-TGEFF,834,Female,56,South,37,Yes,Fiber optic,Electronic check,Postpaid,19.84,178,1721.16,88.8,3340.55,5,No
9231-ZJYAM,835,Female,37,West,4,No,Fiber optic,Electronic check,Prepaid,9.98,1319,1379.74,78.85,292.8,5,Yes
4250-WAROZ,836,Male,22,East,60,Yes,Fiber optic,Electronic check,Postpaid,20.88,719,360.99,93.25,5774.55,3,No
8184-WMOFI,837,Male,18,North,62,No,DSL,Credit card (automatic),Prepaid,46.78,1451,626.05,71.4,4487.3,2,No
6982-SSHFK,838,Male,47,South,1,No,DSL,Mailed check,Prepaid,21.81,198,187.52,44.4,44.4,2,Yes
6092-QZVPP,839,Male,20,West,36,No,DSL,Credit card (automatic),Postpaid,43.96,1034,1868.57,79.2,2854.95,3,No
4625-LAMOB,840,Male,62,West,44,No,No,Credit card (automatic),Prepaid,30.47,901,1355.52,20.4,905.55,4,No
0727-BMPLR,841,Female,31,North,55,Yes,Fiber optic,Electronic check,Prepaid,12.73,677,1518.09,100,5509.3,2,Yes
0392-BZIUW,842,Female,47,North,72,Yes,Fiber optic,Credit card (automatic),Prepaid,18.11,495,691.99,105,7589.8,1,No
1038-ZAGBI,843,Female,21,West,12,No,No,Bank transfer (automatic),Prepaid,4.65,933,1706.74,19.8,229.6,3,Yes
